"X" "Y" "Yield"
582370.772813734 5953921.8871319 0.588675237590037
582374.054478455 5953916.17932633 1.13367654146247
582375.839166656 5953912.01358591 2.857436663903
582377.297293138 5953909.45546609 1.33484568895014
582377.127674593 5953905.19386411 1.84467291147391
582374.67573306 5953901.72552782 4.52979359733163
582371.32038649 5953899.23097005 5.29144920833048
582368.163710394 5953896.70957228 4.6822468418899
582370.082473781 5953921.98618037 0.952610856805346
582372.041589336 5953918.42519856 0.0542931884331783
582372.966041577 5953914.51397384 0.00743193245757579
582371.94601939 5953910.21632699 0.221825961001253
582368.939824784 5953907.29019901 1.75480705408494
582370.119199589 5953919.50858523 2.8884044546797
582368.860457107 5953915.1271833 3.90125127476447
582365.795826225 5953783.59883514 2.27993698353285
582368.081677045 5953786.10787175 2.61732585863705
582370.139212871 5953788.5495424 2.85162075424624
582372.195400205 5953791.080169 3.0450448679748
582374.56563877 5953793.25354533 2.88930776313924
582376.824174465 5953795.45071765 3.03136009608965
582379.060605556 5953797.68192248 3.46661186854795
582381.638195671 5953799.84555286 3.83401521870195
582383.845845596 5953802.16812831 3.53345184233886
582385.698674688 5953895.36796545 5.1183642746826
582383.258696149 5953897.56426315 6.12805792790413
582381.042598587 5953899.80425899 4.83820743474309
582378.826499858 5953902.04425423 4.69189309635857
582376.610399978 5953904.28424887 4.81930275575936
582374.275339211 5953906.41777632 4.3560809148883
582372.336268344 5953908.962268 3.07081687350335
582369.850187069 5953910.93703423 1.83308553004052
582371.526037774 5953916.01594643 5.14358943246218
582374.22549819 5953914.25266132 5.74056709984379
582387.399064679 5953821.97828332 1.6958749503189
582399.150689204 5953861.9415143 1.64233261009238
582399.445466414 5953865.27934895 1.19559405880213
582399.70384674 5953868.57110749 0.563111347742276
582401.3809971 5953874.37426537 0.0545802806944391
582402.52107857 5953877.46682302 0.485574859291617
582404.896492344 5953879.85165586 0.0273053613287291
582404.853371362 5953872.39547361 1.86385813901229
582402.77739178 5953875.83826816 1.8636506258237
582401.374213311 5953877.45760247 1.72221993893583
582399.381181809 5953880.57119469 2.15273228832888
582397.320715601 5953882.91104393 2.5750502251631
582395.334329546 5953885.40143835 3.04449473366836
582393.190621448 5953887.92841946 3.63619500832455
582391.019424763 5953890.21382976 4.43226562892928
582388.602095954 5953892.43263986 4.32709714504018
582388.463244338 5953901.07216659 4.44194372975494
582390.703307435 5953898.76146694 3.99288887242289
582393.120882339 5953896.6543447 3.93167435638914
582395.405838903 5953894.70489989 2.93595039504049
582397.599390035 5953892.45348238 2.46315892584836
582399.6841972 5953890.47058555 2.16783939717829
582401.85801532 5953888.27445127 1.79087814983099
582403.602037929 5953886.03827067 1.9434554719753
582405.753005245 5953884.04388484 1.73995561319785
582369.734514148 5953840.91060304 0
582374.69977974 5953843.99842353 0
582380.255753684 5953846.22406476 0
582385.241534106 5953848.93553556 0.0467764134139632
582382.442711695 5953860.11428368 2.39969215110944
582378.563834245 5953858.27845297 3.0029044036103
582375.491355408 5953855.20155563 3.26472128273227
582372.509433015 5953852.23472998 3.36182585071124
582369.798113747 5953849.48719253 3.21154985967402
582366.950510534 5953846.47401776 3.29207685077286
582367.516255873 5953837.52070217 3.74685675397668
582370.632832999 5953840.13161024 3.69271017933725
582376.731924701 5953912.03338223 5.69422672291658
582379.10516859 5953909.76839054 5.58198607924643
582381.367484803 5953907.79643876 5.57865837165288
582383.695723936 5953905.57809723 5.05347042023261
582385.979497924 5953902.99814412 5.14763239550366
582360.018753856 5953833.85596056 0
582360.828072548 5953936.04068638 0.422206645799809
582362.77013617 5953932.42210365 0.070219549775861
582365.376343176 5953928.85965725 0.940756943878753
582368.137701744 5953923.75024779 1.53846764429333
582365.784257917 5953912.06655458 4.15893022354993
582362.50551001 5953909.24963875 4.15725726329622
582359.151668984 5953906.86634359 4.11816676448194
582355.885818413 5953904.3709236 4.00352801299599
582351.426018192 5953900.91235136 3.85138951194007
582349.371245296 5953899.13274989 4.3214083538241
582353.028757165 5953951.54272702 0
582355.89464955 5953948.14287853 0
582357.477066002 5953944.15514513 0.0889212184407809
582359.849694449 5953940.56116514 0.464541596700405
582361.782107862 5953936.84232807 0.843178714850361
582363.334014963 5953932.89958888 0.989687227564501
582365.327713831 5953927.06543578 1.71544596720262
582364.837605627 5953922.77654668 2.01696640444556
582361.967205098 5953919.68687038 3.16666127683052
582359.074653236 5953916.70809086 3.46910829911786
582356.180739771 5953913.64874831 3.7178898210233
582353.063467265 5953910.85699389 3.35939143664492
582349.684262925 5953908.17502921 3.43058889682744
582351.756189058 5953953.23077917 1.16141433773971
582353.829955843 5953951.09130466 0.0871413147245999
582357.14350183 5953946.70994064 0.564560987203042
582359.40154888 5953943.05920281 1.13902368080871
582361.805458371 5953939.28276952 1.53394459784313
582363.826905181 5953935.14692499 2.71063067342748
